Country Name,Country Code,Series Name,Series Code,2024 [YR2024],2023 [YR2023],2022 [YR2022],2021 [YR2021],2020 [YR2020],2010 [YR2010],2015 [YR2015],2005 [YR2005],2000 [YR2000],2019 [YR2019],2018 [YR2018],2017 [YR2017],2016 [YR2016],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014]
Caribbean small states,CSS,Barro-Lee: Percentage of population age 15+ with no education,BAR.NOED.15UP.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Caribbean small states,CSS,"Government expenditure on education, US$ (millions)",UIS.X.US.FSGOV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Caribbean small states,CSS,"Completion rate, lower secondary education, both sexes (%)",UIS.CR.2,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Cayman Islands,CYM,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Cayman Islands,CYM,Barro-Lee: Percentage of population age 15+ with no education,BAR.NOED.15UP.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Cayman Islands,CYM,"Government expenditure on education, US$ (millions)",UIS.X.US.FSGOV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Cayman Islands,CYM,"Completion rate, lower secondary education, both sexes (%)",UIS.CR.2,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Central African Republic,CAF,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,..,..,..,36.75261,..,..,50.64517,..,37.39582,..,..,..,..,..,..
Central African Republic,CAF,Barro-Lee: Percentage of population age 15+ with no education,BAR.NOED.15UP.ZS,..,..,..,..,..,51.59,..,53.14,55.78,..,..,..,..,..,..,..,..
Central African Republic,CAF,"Government expenditure on education, US$ (millions)",UIS.X.US.FSGOV,..,..,..,..,..,23.94582,..,22.09612,14.74768,..,..,..,..,27.01101,..,..,..
Central African Republic,CAF,"Completion rate, lower secondary education, both sexes (%)",UIS.CR.2,..,..,..,..,..,11.02187,..,..,7.98,..,..,..,..,..,..,..,..
Central Europe and the Baltics,CEB,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,..,..,..,98.91722,98.97773,98.62797,98.50885,..,..,..,98.99103,98.93425,98.94539,98.95434,98.96629
Central Europe and the Baltics,CEB,Barro-Lee: Percentage of population age 15+ with no education,BAR.NOED.15UP.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Central Europe and the Baltics,CEB,"Government expenditure on education, US$ (millions)",UIS.X.US.FSGOV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Central Europe and the Baltics,CEB,"Completion rate, lower secondary education, both sexes (%)",UIS.CR.2,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Chad,TCD,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,..,..,..,..,26.00299,..,25.65421,..,..,..,22.31155,..,..,..,..
Chad,TCD,Barro-Lee: Percentage of population age 15+ with no education,BAR.NOED.15UP.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Chad,TCD,"Government expenditure on education, US$ (millions)",UIS.X.US.FSGOV,..,..,..,..,..,211.43535,..,112.64567,36.65852,..,..,245.4919,..,274.83813,272.84319,369.26819,..
Chad,TCD,"Completion rate, lower secondary education, both sexes (%)",UIS.CR.2,..,..,..,..,..,11.54,..,..,10.1,..,..,..,..,..,..,..,13.89845
Channel Islands,CHI,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Channel Islands,CHI,Barro-Lee: Percentage of population age 15+ with no education,BAR.NOED.15UP.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Channel Islands,CHI,"Government expenditure on education, US$ (millions)",UIS.X.US.FSGOV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Channel Islands,CHI,"Completion rate, lower secondary education, both sexes (%)",UIS.CR.2,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Chile,CHL,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,..,..,..,96.8186,96.87413,..,..,..,..,96.40228,..,96.70301,..,96.26706,..
Chile,CHL,Barro-Lee: Percentage of population age 15+ with no education,BAR.NOED.15UP.ZS,..,..,..,..,..,2.57,..,3.39,4.17,..,..,..,..,..,..,..,..
Chile,CHL,"Government expenditure on education, US$ (millions)",UIS.X.US.FSGOV,..,..,..,..,..,9095.72225,11891.8011,4012.13511,2939.89962,..,..,15014.3391,13378.53622,10204.06313,..,12609.22623,12326.10519
Chile,CHL,"Completion rate, lower secondary education, both sexes (%)",UIS.CR.2,..,..,..,..,..,..,95.05,..,90.29,..,..,95.9,..,94.24,..,94.49,..
China,CHN,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,..,..,..,95.12448,..,..,90.92021,..,96.84089,..,..,..,..,..,..
China,CHN,Barro-Lee: Percentage of population age 15+ with no education,BAR.NOED.15UP.ZS,..,..,..,..,..,5.35,..,7.68,10.97,..,..,..,..,..,..,..,..
China,CHN,"Government expenditure on education, US$ (millions)",UIS.X.US.FSGOV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
China,CHN,"Completion rate, lower secondary education, both sexes (%)",UIS.CR.2,..,..,..,..,..,84.94,..,..,..,..,..,..,..,..,84.78,..,82.56
Colombia,COL,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,..,..,..,93.37233,94.24505,92.84866,..,..,95.09251,..,94.65385,93.58053,..,..,94.18625
Colombia,COL,Barro-Lee: Percentage of population age 15+ with no education,BAR.NOED.15UP.ZS,..,..,..,..,..,6.28,..,7.4,9.55,..,..,..,..,..,..,..,..
Colombia,COL,"Government expenditure on education, US$ (millions)",UIS.X.US.FSGOV,..,..,..,..,..,13851.96756,13119.77301,5855.33044,3507.22925,..,14868.81118,14145.52378,12662.67406,14958.8705,16210.70636,18641.73233,17643.45097
Colombia,COL,"Completion rate, lower secondary education, both sexes (%)",UIS.CR.2,..,..,..,..,..,72.60894,76.10451,62.39503,57.46,..,76.62,75.99,76.66,72.49,72.62,74,74.57
Comoros,COM,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,68.48923,..,58.81702,..,..,..,49.19614,..,..
Comoros,COM,Barro-Lee: Percentage of population age 15+ with no education,BAR.NOED.15UP.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Comoros,COM,"Government expenditure on education, US$ (millions)",UIS.X.US.FSGOV,..,..,..,..,..,..,24.58601,..,..,..,..,..,..,28.95798,27.91372,26.59693,31.55311
Comoros,COM,"Completion rate, lower secondary education, both sexes (%)",UIS.CR.2,..,..,..,..,..,..,..,..,17.8,..,..,..,..,..,45.32495,..,..
"Congo, Dem. Rep.",COD,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,..,..,..,77.04268,..,75.01719,..,..
"Congo, Dem. Rep.",COD,Barro-Lee: Percentage of population age 15+ with no education,BAR.NOED.15UP.ZS,..,..,..,..,..,44.34,..,44.78,45.76,..,..,..,..,..,..,..,..
"Congo, Dem. Rep.",COD,"Government expenditure on education, US$ (millions)",UIS.X.US.FSGOV,..,..,..,..,..,328.87264,779.38403,..,..,..,..,553.16041,786.77106,..,..,673.92361,700.741
"Congo, Dem. Rep.",COD,"Completion rate, lower secondary education, both sexes (%)",UIS.CR.2,..,..,..,..,..,34.38906,..,..,..,..,..,..,..,..,..,53.46335,..
"Congo, Rep.",COG,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,76.11479,..,..,80.29876,..,..,79.31117,..,..,..
"Congo, Rep.",COG,Barro-Lee: Percentage of population age 15+ with no education,BAR.NOED.15UP.ZS,..,..,..,..,..,27.48,..,29.01,31.81,..,..,..,..,..,..,..,..
"Congo, Rep.",COG,"Government expenditure on education, US$ (millions)",UIS.X.US.FSGOV,..,..,..,..,..,747.71415,390.30682,111.74325,..,..,409.48305,493.77754,..,..,..,..,570.29428
"Congo, Rep.",COG,"Completion rate, lower secondary education, both sexes (%)",UIS.CR.2,..,..,..,..,..,..,50.56275,21.69807,..,..,..,..,..,..,34.544,..,..
Cook Islands,COK,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Cook Islands,COK,Barro-Lee: Percentage of population age 15+ with no education,BAR.NOED.15UP.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Cook Islands,COK,"Government expenditure on education, US$ (millions)",UIS.X.US.FSGOV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Cook Islands,COK,"Completion rate, lower secondary education, both sexes (%)",UIS.CR.2,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Costa Rica,CRI,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,94.86819,..,97.86379,..,..,97.40658,..,..,..
Costa Rica,CRI,Barro-Lee: Percentage of population age 15+ with no education,BAR.NOED.15UP.ZS,..,..,..,..,..,4.67,..,4.04,5.49,..,..,..,..,..,..,..,..
Costa Rica,CRI,"Government expenditure on education, US$ (millions)",UIS.X.US.FSGOV,..,..,..,..,..,2472.56763,3879.53311,..,700.67822,4354.29851,4225.79785,4278.36679,4056.89203,2728.20579,3108.9786,3407.20902,3474.44901
Costa Rica,CRI,"Completion rate, lower secondary education, both sexes (%)",UIS.CR.2,..,..,..,..,..,61.49,68.2,50.82,44.5,..,73.47,68.2,68.95,64.28467,63.19,64.56,66.57
Cote d'Ivoire,CIV,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,48.74076,..,47.16535,..,..,..,40.98163,..,43.90842
Cote d'Ivoire,CIV,Barro-Lee: Percentage of population age 15+ with no education,BAR.NOED.15UP.ZS,..,..,..,..,..,39.61,..,44.3,49.19,..,..,..,..,..,..,..,..
Cote d'Ivoire,CIV,"Government expenditure on education, US$ (millions)",UIS.X.US.FSGOV,..,..,..,..,..,1134.21228,1600.83623,701.46422,396.92332,..,1879.53447,1962.14405,1905.29421,1051.55267,1246.79166,1478.90484,1618.74143
Cote d'Ivoire,CIV,"Completion rate, lower secondary education, both sexes (%)",UIS.CR.2,..,..,..,..,..,..,..,..,17.62,..,..,..,28.28069,..,24.13494,..,..
Croatia,HRV,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,99.12536,..,..,..
Croatia,HRV,Barro-Lee: Percentage of population age 15+ with no education,BAR.NOED.15UP.ZS,..,..,..,..,..,1.8,..,3.19,4.73,..,..,..,..,..,..,..,..
Croatia,HRV,"Government expenditure on education, US$ (millions)",UIS.X.US.FSGOV,..,..,..,..,..,2537.07766,..,..,..,..,..,2166.94139,..,2587.77017,..,2650.22644,..
Croatia,HRV,"Completion rate, lower secondary education, both sexes (%)",UIS.CR.2,..,..,..,..,..,..,..,..,..,..,..,..,..,98.07,..,99.4,98.58
Cuba,CUB,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,99.75253,..,..
Cuba,CUB,Barro-Lee: Percentage of population age 15+ with no education,BAR.NOED.15UP.ZS,..,..,..,..,..,7.67,..,9.37,12.06,..,..,..,..,..,..,..,..
Cuba,CUB,"Government expenditure on education, US$ (millions)",UIS.X.US.FSGOV,..,..,..,..,..,8257.987,..,4502.243,2355.005,..,..,..,..,..,..,..,..
Cuba,CUB,"Completion rate, lower secondary education, both sexes (%)",UIS.CR.2,..,..,..,..,..,97.83,..,..,..,..,..,..,..,..,..,..,97.50024
Curacao,CUW,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Curacao,CUW,Barro-Lee: Percentage of population age 15+ with no education,BAR.NOED.15UP.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Curacao,CUW,"Government expenditure on education, US$ (millions)",UIS.X.US.FSGOV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,155.20726,..
Curacao,CUW,"Completion rate, lower secondary education, both sexes (%)",UIS.CR.2,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Cyprus,CYP,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,98.67843,..,..,..
Cyprus,CYP,Barro-Lee: Percentage of population age 15+ with no education,BAR.NOED.15UP.ZS,..,..,..,..,..,0.74,..,11.63,8.56,..,..,..,..,..,..,..,..
Cyprus,CYP,"Government expenditure on education, US$ (millions)",UIS.X.US.FSGOV,..,..,..,..,..,1683.6219,1255.25574,1158.8477,498.24773,..,..,1307.87644,1287.67484,1802.3789,..,1549.6799,1491.41756
Cyprus,CYP,"Completion rate, lower secondary education, both sexes (%)",UIS.CR.2,..,..,..,..,..,..,..,97.09,..,..,..,..,..,98.3,..,98.57,99.29
Czechia,CZE,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,..,..,..,99.83303,..,..,..,..
Czechia,CZE,Barro-Lee: Percentage of population age 15+ with no education,BAR.NOED.15UP.ZS,..,..,..,..,..,0.15,..,0.27,0.45,..,..,..,..,..,..,..,..
Czechia,CZE,"Government expenditure on education, US$ (millions)",UIS.X.US.FSGOV,..,..,..,..,..,8432.84594,10815.31409,5301.83993,2250.75462,..,..,8321.36064,10900.42841,9738.26147,8815.27897,8566.41553,8301.56103
Czechia,CZE,"Completion rate, lower secondary education, both sexes (%)",UIS.CR.2,..,..,..,..,..,..,..,99.51,..,..,..,..,..,99.37,..,99.37,99.33
Denmark,DNK,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Denmark,DNK,Barro-Lee: Percentage of population age 15+ with no education,BAR.NOED.15UP.ZS,..,..,..,..,..,2.64,..,2.12,1.17,..,..,..,..,..,..,..,..
Denmark,DNK,"Government expenditure on education, US$ (millions)",UIS.X.US.FSGOV,..,..,..,..,..,27561.35556,..,21383.69225,13271.14597,..,..,25747.50007,..,29188.17499,23678.45649,29185.54367,26950.54759
Denmark,DNK,"Completion rate, lower secondary education, both sexes (%)",UIS.CR.2,..,..,..,..,..,..,..,100,..,..,..,..,..,99.75,..,100,99
Djibouti,DJI,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Djibouti,DJI,Barro-Lee: Percentage of population age 15+ with no education,BAR.NOED.15UP.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Djibouti,DJI,"Government expenditure on education, US$ (millions)",UIS.X.US.FSGOV,..,..,..,..,..,50.67712,87.25321,59.28349,53.24891,..,109.29725,103.14012,102.17368,..,..,..,..
Djibouti,DJI,"Completion rate, lower secondary education, both sexes (%)",UIS.CR.2,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Dominica,DMA,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Dominica,DMA,Barro-Lee: Percentage of population age 15+ with no education,BAR.NOED.15UP.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Dominica,DMA,"Government expenditure on education, US$ (millions)",UIS.X.US.FSGOV,..,..,..,..,..,..,17.73169,..,..,30.70371,..,..,..,..,..,..,..
Dominica,DMA,"Completion rate, lower secondary education, both sexes (%)",UIS.CR.2,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Dominican Republic,DOM,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,..,..,..,89.53873,91.99121,..,..,..,..,..,93.77846,90.10638,90.15518,90.85815,91.76376
Dominican Republic,DOM,Barro-Lee: Percentage of population age 15+ with no education,BAR.NOED.15UP.ZS,..,..,..,..,..,8.4,..,4.95,0.13,..,..,..,..,..,..,..,..
Dominican Republic,DOM,"Government expenditure on education, US$ (millions)",UIS.X.US.FSGOV,..,..,..,..,..,..,..,..,458.95015,..,..,..,..,..,..,..,..
Dominican Republic,DOM,"Completion rate, lower secondary education, both sexes (%)",UIS.CR.2,..,..,..,..,..,79.17,82.47,71.86,64.35,..,86.31,87.57,86.6,80.31,83.12,82.29018,82.81433
Early-demographic dividend,EAR,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,..,..,..,75.28292,77.95578,70.98648,68.25022,79.84099,79.35413,79.017,78.5781,75.288,75.91932,76.4219,77.23737
Early-demographic dividend,EAR,Barro-Lee: Percentage of population age 15+ with no education,BAR.NOED.15UP.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Early-demographic dividend,EAR,"Government expenditure on education, US$ (millions)",UIS.X.US.FSGOV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Early-demographic dividend,EAR,"Completion rate, lower secondary education, both sexes (%)",UIS.CR.2,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
East Asia & Pacific,EAS,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,..,..,..,94.26799,95.13827,92.24869,90.31385,95.77401,95.62532,95.47143,95.27538,94.07524,94.31336,94.42037,94.91773
East Asia & Pacific,EAS,Barro-Lee: Percentage of population age 15+ with no education,BAR.NOED.15UP.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
East Asia & Pacific,EAS,"Government expenditure on education, US$ (millions)",UIS.X.US.FSGOV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
East Asia & Pacific,EAS,"Completion rate, lower secondary education, both sexes (%)",UIS.CR.2,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
East Asia & Pacific (excluding high income),EAP,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,..,..,..,94.60774,95.40923,92.4609,90.55647,96.02679,95.87912,95.72929,95.53955,94.45591,94.67794,94.77902,95.19567
East Asia & Pacific (excluding high income),EAP,Barro-Lee: Percentage of population age 15+ with no education,BAR.NOED.15UP.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
East Asia & Pacific (excluding high income),EAP,"Government expenditure on education, US$ (millions)",UIS.X.US.FSGOV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
East Asia & Pacific (excluding high income),EAP,"Completion rate, lower secondary education, both sexes (%)",UIS.CR.2,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
East Asia & Pacific (IDA & IBRD countries),TEA,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,..,..,..,94.54157,95.35287,92.36782,90.43613,95.9781,95.8286,95.67691,95.48483,94.38782,94.61258,94.71494,95.13671
East Asia & Pacific (IDA & IBRD countries),TEA,Barro-Lee: Percentage of population age 15+ with no education,BAR.NOED.15UP.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
East Asia & Pacific (IDA & IBRD countries),TEA,"Government expenditure on education, US$ (millions)",UIS.X.US.FSGOV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
East Asia & Pacific (IDA & IBRD countries),TEA,"Completion rate, lower secondary education, both sexes (%)",UIS.CR.2,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Ecuador,ECU,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,..,..,..,91.85404,94.45566,..,..,..,..,92.82979,94.35023,91.5869,92.06473,93.29463,94.22264
Ecuador,ECU,Barro-Lee: Percentage of population age 15+ with no education,BAR.NOED.15UP.ZS,..,..,..,..,..,8.52,..,13.08,18.62,..,..,..,..,..,..,..,..
Ecuador,ECU,"Government expenditure on education, US$ (millions)",UIS.X.US.FSGOV,..,..,..,..,..,3135.16073,4963.22364,..,210.93929,..,..,..,..,3747.32378,4082.3976,4760.89849,5351.81152
Ecuador,ECU,"Completion rate, lower secondary education, both sexes (%)",UIS.CR.2,..,..,..,..,..,78.98,88.73,67.58,57.15,..,91.46,90.77,90.34,81.83,83.47,85.77,86.98
"Egypt, Arab Rep.",EGY,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,..,..,..,72.04785,..,67.33187,..,..,..,71.16825,..,..,73.86559,72.4425,..
"Egypt, Arab Rep.",EGY,Barro-Lee: Percentage of population age 15+ with no education,BAR.NOED.15UP.ZS,..,..,..,..,..,31.12,..,34.81,39.01,..,..,..,..,..,..,..,..
"Egypt, Arab Rep.",EGY,"Government expenditure on education, US$ (millions)",UIS.X.US.FSGOV,..,..,..,..,..,..,..,4299.91839,..,..,..,..,..,..,..,..,..
"Egypt, Arab Rep.",EGY,"Completion rate, lower secondary education, both sexes (%)",UIS.CR.2,..,..,..,..,..,..,..,69.73898,66.83,..,..,..,..,..,..,..,80.24802
El Salvador,SLV,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,..,..,..,84.49272,87.96985,..,..,..,89.0086,88.48271,88.14177,85.49399,..,86.76758,..
El Salvador,SLV,Barro-Lee: Percentage of population age 15+ with no education,BAR.NOED.15UP.ZS,..,..,..,..,..,3.72,..,16.32,20.38,..,..,..,..,..,..,..,..
El Salvador,SLV,"Government expenditure on education, US$ (millions)",UIS.X.US.FSGOV,..,..,..,..,..,746.78714,916.40619,467.08094,334.53596,..,938.24687,930.5333,925.38113,790.77215,793.94838,835.98439,864.01039
El Salvador,SLV,"Completion rate, lower secondary education, both sexes (%)",UIS.CR.2,..,..,..,..,..,65.22,72.58,59.94,53.75,..,75.07,73.43,74.11,..,67.55,71.03,72.5
Equatorial Guinea,GNQ,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,..,..,..,94.37054,..,..,88.3083,..,..,..,..,..,..,..,..
Equatorial Guinea,GNQ,Barro-Lee: Percentage of population age 15+ with no education,BAR.NOED.15UP.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Equatorial Guinea,GNQ,"Government expenditure on education, US$ (millions)",UIS.X.US.FSGOV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Equatorial Guinea,GNQ,"Completion rate, lower secondary education, both sexes (%)",UIS.CR.2,..,..,..,..,..,..,..,..,17.58,..,..,..,..,..,..,..,..
Eritrea,ERI,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,..,76.57052,..,..,..,..,..,..
Eritrea,ERI,Barro-Lee: Percentage of population age 15+ with no education,BAR.NOED.15UP.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Eritrea,ERI,"Government expenditure on education, US$ (millions)",UIS.X.US.FSGOV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Eritrea,ERI,"Completion rate, lower secondary education, both sexes (%)",UIS.CR.2,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Estonia,EST,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,99.7672,..,..,..,..,99.88579,..,..,..
Estonia,EST,Barro-Lee: Percentage of population age 15+ with no education,BAR.NOED.15UP.ZS,..,..,..,..,..,0.2,..,0.2,0.23,..,..,..,..,..,..,..,..
Estonia,EST,"Government expenditure on education, US$ (millions)",UIS.X.US.FSGOV,..,..,..,..,..,1077.90663,1177.07032,678.57493,303.63245,..,..,1335.80567,1240.74603,1162.53964,1086.04182,1216.23028,1436.95347
Estonia,EST,"Completion rate, lower secondary education, both sexes (%)",UIS.CR.2,..,..,..,..,..,..,..,97.08,..,..,..,..,..,96.27,..,97.34,97.74
Eswatini,SWZ,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,..,..,..,83.09829,..,..,81.6607,..,88.41938,..,..,..,..,..,..
Eswatini,SWZ,Barro-Lee: Percentage of population age 15+ with no education,BAR.NOED.15UP.ZS,..,..,..,..,..,32.94,..,52.27,39.49,..,..,..,..,..,..,..,..
Eswatini,SWZ,"Government expenditure on education, US$ (millions)",UIS.X.US.FSGOV,..,..,..,..,..,219.06328,..,179.62935,85.2649,..,..,..,..,304.69226,..,..,325.07247
Eswatini,SWZ,"Completion rate, lower secondary education, both sexes (%)",UIS.CR.2,..,..,..,..,..,47.35867,..,..,..,..,..,..,..,..,..,..,50.53206
Ethiopia,ETH,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,29.82034,..,..,..,51.77118,..,..,..,..,..
Ethiopia,ETH,Barro-Lee: Percentage of population age 15+ with no education,BAR.NOED.15UP.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Ethiopia,ETH,"Government expenditure on education, US$ (millions)",UIS.X.US.FSGOV,..,..,..,..,..,1458.57503,2634.86215,..,306.73288,..,..,..,..,1642.09588,1778.7388,1948.35371,2192.78161
Ethiopia,ETH,"Completion rate, lower secondary education, both sexes (%)",UIS.CR.2,..,..,..,..,..,..,..,9.40022,6.56303,..,..,..,21.39927,16.44158,..,..,..
Euro area,EMU,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Euro area,EMU,Barro-Lee: Percentage of population age 15+ with no education,BAR.NOED.15UP.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Euro area,EMU,"Government expenditure on education, US$ (millions)",UIS.X.US.FSGOV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Euro area,EMU,"Completion rate, lower secondary education, both sexes (%)",UIS.CR.2,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Europe & Central Asia,ECS,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,..,..,..,97.58095,98.16487,96.92447,96.42076,98.37897,98.33352,98.27192,98.25479,97.89368,97.99822,98.06864,98.11635
Europe & Central Asia,ECS,Barro-Lee: Percentage of population age 15+ with no education,BAR.NOED.15UP.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Europe & Central Asia,ECS,"Government expenditure on education, US$ (millions)",UIS.X.US.FSGOV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Europe & Central Asia,ECS,"Completion rate, lower secondary education, both sexes (%)",UIS.CR.2,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Europe & Central Asia (excluding high income),ECA,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,..,..,..,98.37868,98.87846,97.49642,96.86665,99.04349,99.00774,98.97246,98.99888,98.63469,98.76822,98.81672,98.84981
Europe & Central Asia (excluding high income),ECA,Barro-Lee: Percentage of population age 15+ with no education,BAR.NOED.15UP.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
