Country Name,Country Code,Series Name,Series Code,2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023]
Ecuador,ECU,Gini index,SI.POV.GINI,45,46,45,44.7,45.4,45.7,47.3,45.8,45.5,44.6
Ecuador,ECU,Income share held by lowest 20%,SI.DST.FRST.20,4.8,4.6,4.7,4.7,4.6,4.5,4.1,4.6,4.7,4.7
"Egypt, Arab Rep.",EGY,Income share held by highest 10%,SI.DST.10TH.10,..,27.8,..,26.9,..,27.5,..,..,..,..
"Egypt, Arab Rep.",EGY,Poverty headcount ratio at societal poverty line (% of population),SI.POV.SOPO,..,19.3,..,22.7,..,21.4,..,..,..,..
"Egypt, Arab Rep.",EGY,Gini index,SI.POV.GINI,..,31.8,..,31.5,..,31.9,..,..,..,..
"Egypt, Arab Rep.",EGY,Income share held by lowest 20%,SI.DST.FRST.20,..,9.1,..,9,..,9,..,..,..,..
El Salvador,SLV,Income share held by highest 10%,SI.DST.10TH.10,32.1,31.8,30.6,29.1,29.4,29.8,..,29,28.7,..
El Salvador,SLV,Poverty headcount ratio at societal poverty line (% of population),SI.POV.SOPO,26.4,25,26.2,24.8,24.5,23,..,24.7,23.9,..
El Salvador,SLV,Gini index,SI.POV.GINI,41.6,40.6,40,38,38.6,38.8,..,39,38.8,..
El Salvador,SLV,Income share held by lowest 20%,SI.DST.FRST.20,5.8,6.1,5.9,6.4,6.2,6.3,..,5.6,5.6,..
Equatorial Guinea,GNQ,Income share held by highest 10%,SI.DST.10TH.10,..,..,..,..,..,..,..,..,..,..
Equatorial Guinea,GNQ,Poverty headcount ratio at societal poverty line (% of population),SI.POV.SOPO,..,..,..,..,..,..,..,..,..,..
Equatorial Guinea,GNQ,Gini index,SI.POV.GINI,..,..,..,..,..,..,..,..,..,..
Equatorial Guinea,GNQ,Income share held by lowest 20%,SI.DST.FRST.20,..,..,..,..,..,..,..,..,..,..
Eritrea,ERI,Income share held by highest 10%,SI.DST.10TH.10,..,..,..,..,..,..,..,..,..,..
Eritrea,ERI,Poverty headcount ratio at societal poverty line (% of population),SI.POV.SOPO,..,..,..,..,..,..,..,..,..,..
Eritrea,ERI,Gini index,SI.POV.GINI,..,..,..,..,..,..,..,..,..,..
Eritrea,ERI,Income share held by lowest 20%,SI.DST.FRST.20,..,..,..,..,..,..,..,..,..,..
Estonia,EST,Income share held by highest 10%,SI.DST.10TH.10,26.3,24.4,23.1,22.5,22.4,23.3,23.5,24.3,..,..
Estonia,EST,Poverty headcount ratio at societal poverty line (% of population),SI.POV.SOPO,13.4,12.4,11.5,11.8,11.6,10.7,10.6,10,..,..
Estonia,EST,Gini index,SI.POV.GINI,34.6,32.7,31.2,30.4,30.3,30.8,30.7,31.8,..,..
Estonia,EST,Income share held by lowest 20%,SI.DST.FRST.20,7,7.5,7.8,8.1,8.1,8.1,8.1,8.1,..,..
Eswatini,SWZ,Income share held by highest 10%,SI.DST.10TH.10,..,..,42.7,..,..,..,..,..,..,..
Eswatini,SWZ,Poverty headcount ratio at societal poverty line (% of population),SI.POV.SOPO,..,..,44.6,..,..,..,..,..,..,..
Eswatini,SWZ,Gini index,SI.POV.GINI,..,..,54.6,..,..,..,..,..,..,..
Eswatini,SWZ,Income share held by lowest 20%,SI.DST.FRST.20,..,..,3.7,..,..,..,..,..,..,..
Ethiopia,ETH,Income share held by highest 10%,SI.DST.10TH.10,..,28.5,..,..,..,..,..,..,..,..
Ethiopia,ETH,Poverty headcount ratio at societal poverty line (% of population),SI.POV.SOPO,..,41,..,..,..,..,..,..,..,..
Ethiopia,ETH,Gini index,SI.POV.GINI,..,35,..,..,..,..,..,..,..,..
Ethiopia,ETH,Income share held by lowest 20%,SI.DST.FRST.20,..,7.3,..,..,..,..,..,..,..,..
Faroe Islands,FRO,Income share held by highest 10%,SI.DST.10TH.10,..,..,..,..,..,..,..,..,..,..
Faroe Islands,FRO,Poverty headcount ratio at societal poverty line (% of population),SI.POV.SOPO,..,..,..,..,..,..,..,..,..,..
Faroe Islands,FRO,Gini index,SI.POV.GINI,..,..,..,..,..,..,..,..,..,..
Faroe Islands,FRO,Income share held by lowest 20%,SI.DST.FRST.20,..,..,..,..,..,..,..,..,..,..
Fiji,FJI,Income share held by highest 10%,SI.DST.10TH.10,..,..,..,..,..,24.2,..,..,..,..
Fiji,FJI,Poverty headcount ratio at societal poverty line (% of population),SI.POV.SOPO,..,..,..,..,..,21.6,..,..,..,..
Fiji,FJI,Gini index,SI.POV.GINI,..,..,..,..,..,30.7,..,..,..,..
Fiji,FJI,Income share held by lowest 20%,SI.DST.FRST.20,..,..,..,..,..,8.4,..,..,..,..
Finland,FIN,Income share held by highest 10%,SI.DST.10TH.10,22,22.4,22.4,22.6,22.6,23,22.6,22.9,..,..
Finland,FIN,Poverty headcount ratio at societal poverty line (% of population),SI.POV.SOPO,8,7.7,7.6,8.1,7.7,8,7.6,7.8,..,..
Finland,FIN,Gini index,SI.POV.GINI,26.8,27.1,27.1,27.4,27.3,27.7,27.1,27.7,..,..
Finland,FIN,Income share held by lowest 20%,SI.DST.FRST.20,9.4,9.4,9.4,9.4,9.3,9.2,9.5,9.3,..,..
France,FRA,Income share held by highest 10%,SI.DST.10TH.10,26.1,26.6,25.9,25.8,26.7,24.8,24.5,24.9,..,..
France,FRA,Poverty headcount ratio at societal poverty line (% of population),SI.POV.SOPO,11.4,11.8,11.7,11.7,11.2,13.1,12.7,13.3,..,..
France,FRA,Gini index,SI.POV.GINI,32.3,32.7,31.9,31.6,32.4,31.2,30.7,31.5,..,..
France,FRA,Income share held by lowest 20%,SI.DST.FRST.20,8,7.9,8,8.1,8,7.8,8,7.7,..,..
French Polynesia,PYF,Income share held by highest 10%,SI.DST.10TH.10,..,..,..,..,..,..,..,..,..,..
French Polynesia,PYF,Poverty headcount ratio at societal poverty line (% of population),SI.POV.SOPO,..,..,..,..,..,..,..,..,..,..
French Polynesia,PYF,Gini index,SI.POV.GINI,..,..,..,..,..,..,..,..,..,..
French Polynesia,PYF,Income share held by lowest 20%,SI.DST.FRST.20,..,..,..,..,..,..,..,..,..,..
Gabon,GAB,Income share held by highest 10%,SI.DST.10TH.10,..,..,..,27.7,..,..,..,..,..,..
Gabon,GAB,Poverty headcount ratio at societal poverty line (% of population),SI.POV.SOPO,..,..,..,25,..,..,..,..,..,..
Gabon,GAB,Gini index,SI.POV.GINI,..,..,..,38,..,..,..,..,..,..
Gabon,GAB,Income share held by lowest 20%,SI.DST.FRST.20,..,..,..,6,..,..,..,..,..,..
"Gambia, The",GMB,Income share held by highest 10%,SI.DST.10TH.10,..,28.7,..,..,..,..,30.5,..,..,..
"Gambia, The",GMB,Poverty headcount ratio at societal poverty line (% of population),SI.POV.SOPO,..,33.5,..,..,..,..,35.9,..,..,..
"Gambia, The",GMB,Gini index,SI.POV.GINI,..,35.9,..,..,..,..,38.8,..,..,..
"Gambia, The",GMB,Income share held by lowest 20%,SI.DST.FRST.20,..,7.4,..,..,..,..,6.6,..,..,..
Georgia,GEO,Income share held by highest 10%,SI.DST.10TH.10,28.6,27.8,28.1,28.9,27.5,27.6,26.2,26.2,25.2,..
Georgia,GEO,Poverty headcount ratio at societal poverty line (% of population),SI.POV.SOPO,28.5,27.9,27,28.3,27.6,26.7,27.9,27.1,25,..
Georgia,GEO,Gini index,SI.POV.GINI,37.6,36.5,36.6,37.9,36.4,35.9,34.5,34.2,33.5,..
Georgia,GEO,Income share held by lowest 20%,SI.DST.FRST.20,6.4,6.7,6.7,6.3,6.5,6.8,7,7,7,..
Germany,DEU,Income share held by highest 10%,SI.DST.10TH.10,23.6,24.6,24.2,24.2,24.9,24.7,25,..,..,..
Germany,DEU,Poverty headcount ratio at societal poverty line (% of population),SI.POV.SOPO,11.7,11.7,12.2,12,12,12.2,12,..,..,..
Germany,DEU,Gini index,SI.POV.GINI,30.8,31.7,31.4,31.3,31.9,31.8,32.4,..,..,..
Germany,DEU,Income share held by lowest 20%,SI.DST.FRST.20,8.2,8.1,8,8,8,7.9,7.8,..,..,..
Ghana,GHA,Income share held by highest 10%,SI.DST.10TH.10,..,..,32.2,..,..,..,..,..,..,..
Ghana,GHA,Poverty headcount ratio at societal poverty line (% of population),SI.POV.SOPO,..,..,39.1,..,..,..,..,..,..,..
Ghana,GHA,Gini index,SI.POV.GINI,..,..,43.5,..,..,..,..,..,..,..
Ghana,GHA,Income share held by lowest 20%,SI.DST.FRST.20,..,..,4.7,..,..,..,..,..,..,..
Gibraltar,GIB,Income share held by highest 10%,SI.DST.10TH.10,..,..,..,..,..,..,..,..,..,..
Gibraltar,GIB,Poverty headcount ratio at societal poverty line (% of population),SI.POV.SOPO,..,..,..,..,..,..,..,..,..,..
Gibraltar,GIB,Gini index,SI.POV.GINI,..,..,..,..,..,..,..,..,..,..
Gibraltar,GIB,Income share held by lowest 20%,SI.DST.FRST.20,..,..,..,..,..,..,..,..,..,..
Greece,GRC,Income share held by highest 10%,SI.DST.10TH.10,26.1,26.2,25.9,25.9,24.9,24.9,25.2,24.8,..,..
Greece,GRC,Poverty headcount ratio at societal poverty line (% of population),SI.POV.SOPO,20.2,20.7,19.3,18.5,17,16.8,17.7,16.7,..,..
Greece,GRC,Gini index,SI.POV.GINI,35.8,36,35,34.4,32.9,33.1,33.6,32.9,..,..
Greece,GRC,Income share held by lowest 20%,SI.DST.FRST.20,5.9,5.8,6.3,6.6,7.2,7,6.7,7.1,..,..
Greenland,GRL,Income share held by highest 10%,SI.DST.10TH.10,..,..,..,..,..,..,..,..,..,..
Greenland,GRL,Poverty headcount ratio at societal poverty line (% of population),SI.POV.SOPO,..,..,..,..,..,..,..,..,..,..
Greenland,GRL,Gini index,SI.POV.GINI,..,..,..,..,..,..,..,..,..,..
Greenland,GRL,Income share held by lowest 20%,SI.DST.FRST.20,..,..,..,..,..,..,..,..,..,..
Grenada,GRD,Income share held by highest 10%,SI.DST.10TH.10,..,..,..,..,33.7,..,..,..,..,..
Grenada,GRD,Poverty headcount ratio at societal poverty line (% of population),SI.POV.SOPO,..,..,..,..,18.8,..,..,..,..,..
Grenada,GRD,Gini index,SI.POV.GINI,..,..,..,..,43.8,..,..,..,..,..
Grenada,GRD,Income share held by lowest 20%,SI.DST.FRST.20,..,..,..,..,5.5,..,..,..,..,..
Guam,GUM,Income share held by highest 10%,SI.DST.10TH.10,..,..,..,..,..,..,..,..,..,..
Guam,GUM,Poverty headcount ratio at societal poverty line (% of population),SI.POV.SOPO,..,..,..,..,..,..,..,..,..,..
Guam,GUM,Gini index,SI.POV.GINI,..,..,..,..,..,..,..,..,..,..
Guam,GUM,Income share held by lowest 20%,SI.DST.FRST.20,..,..,..,..,..,..,..,..,..,..
Guatemala,GTM,Income share held by highest 10%,SI.DST.10TH.10,38,..,..,..,..,..,..,..,..,..
Guatemala,GTM,Poverty headcount ratio at societal poverty line (% of population),SI.POV.SOPO,32.3,..,..,..,..,..,..,..,..,..
Guatemala,GTM,Gini index,SI.POV.GINI,48.3,..,..,..,..,..,..,..,..,..
Guatemala,GTM,Income share held by lowest 20%,SI.DST.FRST.20,4.5,..,..,..,..,..,..,..,..,..
Guinea,GIN,Income share held by highest 10%,SI.DST.10TH.10,..,..,..,..,23.1,..,..,..,..,..
Guinea,GIN,Poverty headcount ratio at societal poverty line (% of population),SI.POV.SOPO,..,..,..,..,34,..,..,..,..,..
Guinea,GIN,Gini index,SI.POV.GINI,..,..,..,..,29.6,..,..,..,..,..
Guinea,GIN,Income share held by lowest 20%,SI.DST.FRST.20,..,..,..,..,8.5,..,..,..,..,..
Guinea-Bissau,GNB,Income share held by highest 10%,SI.DST.10TH.10,..,..,..,..,27.6,..,..,26.1,..,..
Guinea-Bissau,GNB,Poverty headcount ratio at societal poverty line (% of population),SI.POV.SOPO,..,..,..,..,40,..,..,39.9,..,..
Guinea-Bissau,GNB,Gini index,SI.POV.GINI,..,..,..,..,34.8,..,..,33.4,..,..
Guinea-Bissau,GNB,Income share held by lowest 20%,SI.DST.FRST.20,..,..,..,..,7.8,..,..,7.9,..,..
Guyana,GUY,Income share held by highest 10%,SI.DST.10TH.10,..,..,..,..,..,..,..,..,..,..
Guyana,GUY,Poverty headcount ratio at societal poverty line (% of population),SI.POV.SOPO,..,..,..,..,..,..,..,..,..,..
Guyana,GUY,Gini index,SI.POV.GINI,..,..,..,..,..,..,..,..,..,..
Guyana,GUY,Income share held by lowest 20%,SI.DST.FRST.20,..,..,..,..,..,..,..,..,..,..
Haiti,HTI,Income share held by highest 10%,SI.DST.10TH.10,..,..,..,..,..,..,..,..,..,..
Haiti,HTI,Poverty headcount ratio at societal poverty line (% of population),SI.POV.SOPO,..,..,..,..,..,..,..,..,..,..
Haiti,HTI,Gini index,SI.POV.GINI,..,..,..,..,..,..,..,..,..,..
Haiti,HTI,Income share held by lowest 20%,SI.DST.FRST.20,..,..,..,..,..,..,..,..,..,..
Honduras,HND,Income share held by highest 10%,SI.DST.10TH.10,37.4,36.6,36,36.5,35.3,34.6,..,..,..,..
Honduras,HND,Poverty headcount ratio at societal poverty line (% of population),SI.POV.SOPO,34.8,35.1,35.1,33.7,34.1,34.9,..,..,..,..
Honduras,HND,Gini index,SI.POV.GINI,49.9,49.2,49.8,49.4,48.9,48.2,..,..,..,..
Honduras,HND,Income share held by lowest 20%,SI.DST.FRST.20,3.7,3.7,3.2,3.4,3.4,3.6,..,..,..,..
"Hong Kong SAR, China",HKG,Income share held by highest 10%,SI.DST.10TH.10,..,..,..,..,..,..,..,..,..,..
"Hong Kong SAR, China",HKG,Poverty headcount ratio at societal poverty line (% of population),SI.POV.SOPO,..,..,..,..,..,..,..,..,..,..
"Hong Kong SAR, China",HKG,Gini index,SI.POV.GINI,..,..,..,..,..,..,..,..,..,..
"Hong Kong SAR, China",HKG,Income share held by lowest 20%,SI.DST.FRST.20,..,..,..,..,..,..,..,..,..,..
Hungary,HUN,Income share held by highest 10%,SI.DST.10TH.10,24,23.8,23.8,23.9,23.2,23.3,23.3,24.1,..,..
Hungary,HUN,Poverty headcount ratio at societal poverty line (% of population),SI.POV.SOPO,16.6,15.8,16,15,13.4,12.2,13.6,9.7,..,..
Hungary,HUN,Gini index,SI.POV.GINI,30.9,30.4,30.3,30.6,29.6,30,29.7,29.2,..,..
Hungary,HUN,Income share held by lowest 20%,SI.DST.FRST.20,7.6,7.8,8,7.9,8.2,8,8.1,9,..,..
Iceland,ISL,Income share held by highest 10%,SI.DST.10TH.10,23.5,22.5,22.8,22,..,..,..,..,..,..
Iceland,ISL,Poverty headcount ratio at societal poverty line (% of population),SI.POV.SOPO,7.6,7.2,7.8,7.1,..,..,..,..,..,..
Iceland,ISL,Gini index,SI.POV.GINI,27.8,26.8,27.2,26.1,..,..,..,..,..,..
Iceland,ISL,Income share held by lowest 20%,SI.DST.FRST.20,9.4,9.5,9.4,9.7,..,..,..,..,..,..
India,IND,Income share held by highest 10%,SI.DST.10TH.10,..,29.7,29.7,30.5,28.4,26.2,26.2,25.5,..,..
India,IND,Poverty headcount ratio at societal poverty line (% of population),SI.POV.SOPO,..,37.1,36.8,34.3,32.4,34,34.8,33.1,..,..
India,IND,Gini index,SI.POV.GINI,..,34.7,34.7,35.9,34.5,33.8,33.8,32.8,..,..
India,IND,Income share held by lowest 20%,SI.DST.FRST.20,..,8.4,8.4,8.2,8.2,7.7,7.7,8,..,..
Indonesia,IDN,Income share held by highest 10%,SI.DST.10TH.10,31.5,31.5,29.4,28.6,28.5,27.8,27.9,28.3,29,29.9
Indonesia,IDN,Poverty headcount ratio at societal poverty line (% of population),SI.POV.SOPO,34.3,32.1,31.6,28.7,28.1,27.3,26.4,26.2,24.6,23.6
Indonesia,IDN,Gini index,SI.POV.GINI,38.8,38.2,36.9,36.4,36.3,35.4,35.3,35.5,35.5,36.1
Indonesia,IDN,Income share held by lowest 20%,SI.DST.FRST.20,7.4,7.4,7.4,7.4,7.4,7.6,7.6,7.6,7.8,7.9
"Iran, Islamic Rep.",IRN,Income share held by highest 10%,SI.DST.10TH.10,27.1,27.6,28.1,28.3,29.1,28.3,27.6,27.2,26.8,..
"Iran, Islamic Rep.",IRN,Poverty headcount ratio at societal poverty line (% of population),SI.POV.SOPO,19.9,19.4,19.6,20.2,20.8,21.9,21.5,21.1,20,..
"Iran, Islamic Rep.",IRN,Gini index,SI.POV.GINI,34.8,35.3,35.9,36.7,37.4,36.5,35.8,35.5,34.8,..
"Iran, Islamic Rep.",IRN,Income share held by lowest 20%,SI.DST.FRST.20,7.2,7.2,7.1,6.9,6.8,6.9,7,7,7.2,..
Iraq,IRQ,Income share held by highest 10%,SI.DST.10TH.10,..,..,..,..,..,..,..,..,..,..
Iraq,IRQ,Poverty headcount ratio at societal poverty line (% of population),SI.POV.SOPO,..,..,..,..,..,..,..,..,..,..
Iraq,IRQ,Gini index,SI.POV.GINI,..,..,..,..,..,..,..,..,..,..
Iraq,IRQ,Income share held by lowest 20%,SI.DST.FRST.20,..,..,..,..,..,..,..,..,..,..
Ireland,IRL,Income share held by highest 10%,SI.DST.10TH.10,24.9,25.4,25.9,25.4,25.1,25.1,23.8,24.8,..,..
Ireland,IRL,Poverty headcount ratio at societal poverty line (% of population),SI.POV.SOPO,11.9,11.5,10.9,9.7,8.5,9.5,7.8,7.8,..,..
Ireland,IRL,Gini index,SI.POV.GINI,31.9,31.8,32.8,31.4,30.6,30.8,29.2,30.1,..,..
Ireland,IRL,Income share held by lowest 20%,SI.DST.FRST.20,7.9,8,7.9,8.4,8.7,8.6,9,8.9,..,..
Isle of Man,IMN,Income share held by highest 10%,SI.DST.10TH.10,..,..,..,..,..,..,..,..,..,..
Isle of Man,IMN,Poverty headcount ratio at societal poverty line (% of population),SI.POV.SOPO,..,..,..,..,..,..,..,..,..,..
Isle of Man,IMN,Gini index,SI.POV.GINI,..,..,..,..,..,..,..,..,..,..
Isle of Man,IMN,Income share held by lowest 20%,SI.DST.FRST.20,..,..,..,..,..,..,..,..,..,..
Israel,ISR,Income share held by highest 10%,SI.DST.10TH.10,27.8,28.1,27.3,26.5,27.2,26.7,26.2,26.6,..,..
Israel,ISR,Poverty headcount ratio at societal poverty line (% of population),SI.POV.SOPO,23.7,22.7,23.2,22.5,22.5,22.5,22,22.2,..,..
Israel,ISR,Gini index,SI.POV.GINI,39.8,39.7,39,38.2,38.6,38.3,37.8,37.9,..,..
Israel,ISR,Income share held by lowest 20%,SI.DST.FRST.20,5.1,5.1,5.2,5.2,5.3,5.3,5.5,5.6,..,..
Italy,ITA,Income share held by highest 10%,SI.DST.10TH.10,25.5,25.8,26,26.7,25.9,25.8,26.1,26.2,..,..
Italy,ITA,Poverty headcount ratio at societal poverty line (% of population),SI.POV.SOPO,17,17.8,17.5,17.8,17.1,16.5,17.3,16.6,..,..
Italy,ITA,Gini index,SI.POV.GINI,34.7,35.4,35.2,35.9,35.2,34.6,35.2,34.8,..,..
Italy,ITA,Income share held by lowest 20%,SI.DST.FRST.20,6.2,5.9,6.1,6,6.1,6.3,6.3,6.5,..,..
Jamaica,JAM,Income share held by highest 10%,SI.DST.10TH.10,..,..,..,..,27.6,..,..,29.9,..,..
Jamaica,JAM,Poverty headcount ratio at societal poverty line (% of population),SI.POV.SOPO,..,..,..,..,17.2,..,..,22,..,..
Jamaica,JAM,Gini index,SI.POV.GINI,..,..,..,..,35.6,..,..,40.2,..,..
Jamaica,JAM,Income share held by lowest 20%,SI.DST.FRST.20,..,..,..,..,7.2,..,..,5.7,..,..
Japan,JPN,Income share held by highest 10%,SI.DST.10TH.10,..,..,..,..,..,..,..,..,..,..
Japan,JPN,Poverty headcount ratio at societal poverty line (% of population),SI.POV.SOPO,..,..,..,..,..,..,..,..,..,..
Japan,JPN,Gini index,SI.POV.GINI,..,..,..,..,..,..,..,..,..,..
Japan,JPN,Income share held by lowest 20%,SI.DST.FRST.20,..,..,..,..,..,..,..,..,..,..
Jordan,JOR,Income share held by highest 10%,SI.DST.10TH.10,..,..,..,..,..,..,..,..,..,..
Jordan,JOR,Poverty headcount ratio at societal poverty line (% of population),SI.POV.SOPO,..,..,..,..,..,..,..,..,..,..
Jordan,JOR,Gini index,SI.POV.GINI,..,..,..,..,..,..,..,..,..,..
Jordan,JOR,Income share held by lowest 20%,SI.DST.FRST.20,..,..,..,..,..,..,..,..,..,..
Kazakhstan,KAZ,Income share held by highest 10%,SI.DST.10TH.10,22.6,22.6,22.7,23,23.4,23.6,24.2,24.8,..,..
Kazakhstan,KAZ,Poverty headcount ratio at societal poverty line (% of population),SI.POV.SOPO,11.2,11.2,12.8,11.7,10.1,10.2,9.5,8.3,..,..
Kazakhstan,KAZ,Gini index,SI.POV.GINI,27,26.8,27.2,27.5,27.8,28,28.7,29.2,..,..
Kazakhstan,KAZ,Income share held by lowest 20%,SI.DST.FRST.20,9.9,10,9.8,9.8,9.8,9.8,9.8,9.8,..,..
Kenya,KEN,Income share held by highest 10%,SI.DST.10TH.10,..,31.6,..,..,..,..,28.4,31.8,..,..
Kenya,KEN,Poverty headcount ratio at societal poverty line (% of population),SI.POV.SOPO,..,42.4,..,..,..,..,44.8,45.7,..,..
Kenya,KEN,Gini index,SI.POV.GINI,..,40.8,..,..,..,..,36.2,38.7,..,..
Kenya,KEN,Income share held by lowest 20%,SI.DST.FRST.20,..,6.2,..,..,..,..,7.3,7.2,..,..
Kiribati,KIR,Income share held by highest 10%,SI.DST.10TH.10,..,..,..,..,..,22.8,..,..,..,..
Kiribati,KIR,Poverty headcount ratio at societal poverty line (% of population),SI.POV.SOPO,..,..,..,..,..,22.2,..,..,..,..
Kiribati,KIR,Gini index,SI.POV.GINI,..,..,..,..,..,27.8,..,..,..,..
Kiribati,KIR,Income share held by lowest 20%,SI.DST.FRST.20,..,..,..,..,..,9.5,..,..,..,..
"Korea, Dem. People's Rep.",PRK,Income share held by highest 10%,SI.DST.10TH.10,..,..,..,..,..,..,..,..,..,..
"Korea, Dem. People's Rep.",PRK,Poverty headcount ratio at societal poverty line (% of population),SI.POV.SOPO,..,..,..,..,..,..,..,..,..,..
"Korea, Dem. People's Rep.",PRK,Gini index,SI.POV.GINI,..,..,..,..,..,..,..,..,..,..
"Korea, Dem. People's Rep.",PRK,Income share held by lowest 20%,SI.DST.FRST.20,..,..,..,..,..,..,..,..,..,..
"Korea, Rep.",KOR,Income share held by highest 10%,SI.DST.10TH.10,23.2,..,26,25.6,24.8,24.7,24.8,24.6,..,..
"Korea, Rep.",KOR,Poverty headcount ratio at societal poverty line (% of population),SI.POV.SOPO,14.2,..,17.2,17,16,15.2,14,14.2,..,..
"Korea, Rep.",KOR,Gini index,SI.POV.GINI,31.2,..,35.2,34.9,33.7,33.2,32.7,32.9,..,..
"Korea, Rep.",KOR,Income share held by lowest 20%,SI.DST.FRST.20,7.6,..,6.7,6.7,7.1,7.4,7.6,7.5,..,..
Kosovo,XKX,Income share held by highest 10%,SI.DST.10TH.10,22,21.5,21.8,24.6,..,..,..,..,..,..
Kosovo,XKX,Poverty headcount ratio at societal poverty line (% of population),SI.POV.SOPO,18.2,15.7,15,15.6,..,..,..,..,..,..
Kosovo,XKX,Gini index,SI.POV.GINI,27.3,26.5,26.7,29,..,..,..,..,..,..
Kosovo,XKX,Income share held by lowest 20%,SI.DST.FRST.20,9.1,9.5,9.4,9.2,..,..,..,..,..,..
Kuwait,KWT,Income share held by highest 10%,SI.DST.10TH.10,..,..,..,..,..,..,..,..,..,..
Kuwait,KWT,Poverty headcount ratio at societal poverty line (% of population),SI.POV.SOPO,..,..,..,..,..,..,..,..,..,..
Kuwait,KWT,Gini index,SI.POV.GINI,..,..,..,..,..,..,..,..,..,..
Kuwait,KWT,Income share held by lowest 20%,SI.DST.FRST.20,..,..,..,..,..,..,..,..,..,..
Kyrgyz Republic,KGZ,Income share held by highest 10%,SI.DST.10TH.10,22.9,24.8,22.9,23.3,23.6,25.8,24,24.2,22,..
Kyrgyz Republic,KGZ,Poverty headcount ratio at societal poverty line (% of population),SI.POV.SOPO,20.2,22.1,19.8,20.5,19.7,18.4,22.6,19.5,19.5,..
Kyrgyz Republic,KGZ,Gini index,SI.POV.GINI,26.8,29,26.8,27.3,27.7,29.7,29,28.8,26.4,..
Kyrgyz Republic,KGZ,Income share held by lowest 20%,SI.DST.FRST.20,10,9.5,10,9.9,9.9,9.6,9.4,9.5,10,..
Lao PDR,LAO,Income share held by highest 10%,SI.DST.10TH.10,..,..,..,..,31.2,..,..,..,..,..
Lao PDR,LAO,Poverty headcount ratio at societal poverty line (% of population),SI.POV.SOPO,..,..,..,..,30.5,..,..,..,..,..
Lao PDR,LAO,Gini index,SI.POV.GINI,..,..,..,..,38.8,..,..,..,..,..
Lao PDR,LAO,Income share held by lowest 20%,SI.DST.FRST.20,..,..,..,..,7,..,..,..,..,..
Latvia,LVA,Income share held by highest 10%,SI.DST.10TH.10,26.7,26.2,25.8,26.9,26.9,26.6,27.5,26.2,..,..
Latvia,LVA,Poverty headcount ratio at societal poverty line (% of population),SI.POV.SOPO,16.3,14.6,15.4,15.4,14.4,14.2,15.1,14.7,..,..
Latvia,LVA,Gini index,SI.POV.GINI,35.1,34.2,34.3,35.6,35.1,34.5,35.7,34.3,..,..
Latvia,LVA,Income share held by lowest 20%,SI.DST.FRST.20,6.6,7.1,7,6.7,7,7.1,6.9,7.1,..,..
Lebanon,LBN,Income share held by highest 10%,SI.DST.10TH.10,..,..,..,..,..,..,..,..,..,..
Lebanon,LBN,Poverty headcount ratio at societal poverty line (% of population),SI.POV.SOPO,..,..,..,..,..,..,..,..,..,..
Lebanon,LBN,Gini index,SI.POV.GINI,..,..,..,..,..,..,..,..,..,..
Lebanon,LBN,Income share held by lowest 20%,SI.DST.FRST.20,..,..,..,..,..,..,..,..,..,..
Lesotho,LSO,Income share held by highest 10%,SI.DST.10TH.10,..,..,..,32.9,..,..,..,..,..,..
Lesotho,LSO,Poverty headcount ratio at societal poverty line (% of population),SI.POV.SOPO,..,..,..,43.1,..,..,..,..,..,..
Lesotho,LSO,Gini index,SI.POV.GINI,..,..,..,44.9,..,..,..,..,..,..
Lesotho,LSO,Income share held by lowest 20%,SI.DST.FRST.20,..,..,..,4.6,..,..,..,..,..,..
Liberia,LBR,Income share held by highest 10%,SI.DST.10TH.10,26,..,27.1,..,..,..,..,..,..,..
Liberia,LBR,Poverty headcount ratio at societal poverty line (% of population),SI.POV.SOPO,39.7,..,40.8,..,..,..,..,..,..,..
Liberia,LBR,Gini index,SI.POV.GINI,33.2,..,35.3,..,..,..,..,..,..,..
Liberia,LBR,Income share held by lowest 20%,SI.DST.FRST.20,7.8,..,7.2,..,..,..,..,..,..,..
Libya,LBY,Income share held by highest 10%,SI.DST.10TH.10,..,..,..,..,..,..,..,..,..,..
Libya,LBY,Poverty headcount ratio at societal poverty line (% of population),SI.POV.SOPO,..,..,..,..,..,..,..,..,..,..
Libya,LBY,Gini index,SI.POV.GINI,..,..,..,..,..,..,..,..,..,..
Libya,LBY,Income share held by lowest 20%,SI.DST.FRST.20,..,..,..,..,..,..,..,..,..,..
Liechtenstein,LIE,Income share held by highest 10%,SI.DST.10TH.10,..,..,..,..,..,..,..,..,..,..
Liechtenstein,LIE,Poverty headcount ratio at societal poverty line (% of population),SI.POV.SOPO,..,..,..,..,..,..,..,..,..,..
Liechtenstein,LIE,Gini index,SI.POV.GINI,..,..,..,..,..,..,..,..,..,..
Liechtenstein,LIE,Income share held by lowest 20%,SI.DST.FRST.20,..,..,..,..,..,..,..,..,..,..
Lithuania,LTU,Income share held by highest 10%,SI.DST.10TH.10,28.9,28.6,29.5,28.4,27.1,27.5,28.5,29.1,..,..
